plot_name,usda_key,height_class,cover,#_of_individuals,page,notes
B1X-7,CAREX,1,0.1,,59,
B1X-7,MOSS,1,1,,59,
B1X-7,HAVI,1,2,1,59,
B1X-7,ARTR,1,1,,59,
B1X-7,FT,1,25,,59,
B1X-7,FT,2,0,,59,
B1X-7,FT,3,0,,59,
B2-1,BELE,1,60,,59,
B2-1,HAVI,1,14,,59,
B2-1,MOSS,1,3,,59,
B2-1,FT,1,73,,59,
B2-1,BELE,2,15,,59,
B2-1,HAVI,3,10,,59,
B2-1,VITIS,3,3,,59,
B2-1,FT,2,15,,59,
B2-1,FT,3,13,,59,
B2-3,GAAP2,1,6,,59,
B2-3,MIVI,1,0.1,,59,
B2-3,PAQU2,1,3,,59,
B1X-1,ACRU,1,4,1,60,
B1X-1,FRAM,1,11,3,60,
B1X-1,PAQU,1,2,,60,
B1X-1,QUMO,1,1,1,60,
B1X-1,VIAC,1,10,,60,
B1X-1,GAPA,1,0.1,,60,
B1X-1,BETH,1,0.1,,60,
B1X-1,TORA2,1,0.1,,60,
B1X-1,VIAC,2,2,,60,
B1X-1,FT,1,25,,60,
B1X-1,FT,2,2,,60,
B1X-1,FT,3,0,,60,
B1X-2,EUDI16,1,40,,60,
B1X-2,QUMO,1,2,1,60,
B1X-2,FRAM,1,5,3,60,
B1X-2,PAQU,1,1,,60,
B1X-2,HAVI,1,0.1,1,60,
B1X-2,QURU,1,4,2,60,
B1X-2,OSVI,1,1,,60,
B1X-2,FT,1,52,,60,
B1X-2,FT,2,0,,60,
B1X-2,FT,3,0,,60,
B1X-3,ACRU,1,3,5,60,
B1X-3,PAQU,1,0.1,,60,
B1X-3,MIRE,1,1,,60,
B1X-3,FRAM,1,1,2,60,
B1X-3,HAVI,1,3,3,60,
B1X-3,QURU,1,1,1,60,
B1X-3,CAAL11,1,2,,60,
B1X-3,FT,1,11,,60,
B1X-3,ACSA3,2,4,,60,
B1X-3,FT,2,4,,60,
B1X-3,CADI5,1,1,,60,
B1X-3,ACSA3,3,2,,60,
B1X-3,FT,3,2,,60,
B1X-4,QURU,1,3,2,60,
B1X-4,VIIN,1,8,,60,
B1X-4,PICEA,1,0.1,,60,
B1X-4,MIRE,1,2,,60,
B1X-4,EUAL13,1,0.1,,60,
B1X-4,OSVI,1,0.1,,60,
B1X-4,ACRU,1,3,3,60,
B1X-4,SOCA,1,2,,60,
B1X-4,FRAM,1,0.1,1,60,
B1X-4,TRPL6,1,4,,60,
B1X-4,PAQU,1,1,,60,
B1X-4,VIPR,1,0.1,,60,
B1X-4,ACSA3,3,5,,60,
B1X-4,FT,1,23,,60,
B1X-4,FT,2,0,,60,
B1X-4,FT,3,5,,60,
